,Facility Name,NPDES ID,City,State,EPA Region,Reporting Year,Certified Date,Reporting Obligation(s),Amount of Biosolids Generated,Violation Count,Violation Type(s),Management Practice Type(s),Amount of Biosolids Managed - Land Applied,Amount of Biosolids Managed - Surface Disposal,Amount of Biosolids Managed - Incinerated,Amount of Biosolids Managed - Other Management Practice,Pathogen Class(es),sic_permit
117,WEST HARRIS COUNTY MUD 15 WWTP,TX0083496,HOUSTON,TX,6,2022,2022-09-30T22:22:21.661-0500,Other,33.025,0,,Land Application,33.025,,,,Class B,"[4952, 4952]"
118,WILLIAMSBURG REGIONAL WWTP,TX0058408,HOUSTON,TX,6,2022,2022-09-30T22:33:58.058-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,153.72,0,,Land Application,153.72,,,,Class B,"[4952, 4952, 4952]"
119,WILLOWOOD WWTP,TX0020788,BELLAIRE,TX,6,2022,2022-09-30T21:36:03.541-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,332.79,0,,Land Application,332.79,,,,Class B,"[4952, 4952, 4952]"
120,WOODFOREST INTERIM 1 WWTP ,TX0129674,SUGARLAND,TX,6,2022,2022-09-30T18:56:56.977-0500,Other,204.61,0,,Land Application,204.61,,,,Class B,"[4952, 4952]"
121,WOODLAND OAKS WWTP,TX0063479,HOUSTON,TX,6,2022,2022-09-30T20:53:41.140-0500,Other,42.78,0,,Land Application,42.78,,,,Class B,"[4952, 4952]"
122,ROYSE CITY WWTF,TX0021687,ROYSE CITY,TX,6,2022,2022-09-16T16:24:09.486-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
123,BULL HIDE CREEK WWTP,TX0129437,WACO,TX,6,2022,2022-09-01T10:11:48.395-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,275.0,0,,Other Management Practice,,,,275.0,Not Applicable,"[4952, 4952, 4952]"
124,EVADALE WCID 1 WWTP,TX0122564,EVADALE,TX,6,2022,2022-09-06T09:51:33.527-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
125,HIDALGO COUNTY MUD NO 1 WASTEWATER TREATMENT FACILITY,TX0132101,MISSION,TX,6,2022,2022-08-23T13:49:14.096-0500,Other,111.06,0,,Other Management Practice,,,,111.06,Not Applicable,"[4952, 4952]"
126,MEYER RANCH MUD WWTP,TX0135976,AUSTIN,TX,6,2022,2022-09-30T19:40:24.358-0500,Other,27.06,0,,Land Application,27.06,,,,Class B,[4952]
127,SCURRY ROSSER ISD WWTP,TX0126128,SCURRY,TX,6,2022,2022-09-01T11:10:58.511-0500,Other,3.03,0,,Other Management Practice,,,,5.16,Not Applicable,"[8211, 8211]"
128,NB DAVIDSON WWTF,TX0022373,HUNTSVILLE,TX,6,2022,2022-09-08T11:13:22.461-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",104.85,0,,Other Management Practice,,,,104.85,Class A,"[4952, 4952, 4952, 4952]"
129,ROBINSON CREEK WWTP,TX0116572,HUNTSVILLE,TX,6,2022,2022-09-08T11:14:50.330-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",120.04,0,,Other Management Practice,,,,120.04,Class A,"[4952, 4952, 4952]"
130,"CLOVERDALE, CITY OF",CAL022977,CLOVERDALE,CA,9,2022,2023-02-01T16:14:22.777-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,147.0,0,,Land Application,147.0,,,,Class B,['NO_SIC_MATCH']
131,CITY OF CASTROVILLE WWTF,TX0129364,CASTROVILLE,TX,6,2022,2022-09-16T08:30:27.781-0500,Other,46.81,0,,Surface Disposal,,46.81,,,Class B,[4952]
132,CITY OF PILOT POINT WWTP,TX0022659,PILOT POINT,TX,6,2022,2022-09-01T14:40:56.221-0500,Other,628.57,0,,Other Management Practice,,,,628.57,Class B,"[4952, 4952]"
133,EAST CEDAR CREEK FWSD NORTH WWTP,TX0074861,MAYBANK,TX,6,2022,2022-10-10T07:55:30.141-0500,"A POTW that serves 10,000 people or more",278.0,0,,Other Management Practice,,,,278.0,Class B,"[4952, 4952]"
134,CITY OF CARRIZO SPRINGS WWTP,TX0025976,CARRIZO SPRINGS,TX,6,2022,2022-09-20T06:35:53.309-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",83.19,0,,Other Management Practice,,,,83.19,Class B,"[4952, 4952]"
135,HOOKS JUNIOR HIGH WWTF,TX0118079,HOOKS,TX,6,2022,2022-08-29T08:58:09.055-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[8211, 8211]"
136,NORTHLAKE WWTP,TX0137553,DALLAS,TX,6,2022,2022-08-30T09:25:37.064-0500,Other,270.5,0,,Other Management Practice,,,,270.5,Not Applicable,[4952]
137, CITY OF DOMINO WWTP,TX0136123,QUEEN CITY,TX,6,2022,2022-08-29T09:52:41.553-0500,Other,21.56,0,,Other Management Practice,,,,21.56,Not Applicable,"[4952, 4952]"
138,TRINITY INDUSTRIES PLANT 19 WWTF,TX0111465,DALKS,TX,6,2022,2022-09-16T13:38:07.335-0500,Other,0.159,0,,Other Management Practice,,,,0.159,Not Applicable,"[3743, 3743]"
139,SOUTH MISSION 1 WWTP,TX0070017,MISSION,TX,6,2022,2022-08-31T11:58:59.908-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1196.56,0,,Other Management Practice,,,,1196.56,Class B,"[4952, 4952, 4952]"
140,VAN VLECK WWTP,TX0024155,VAN VLECK,TX,6,2022,2022-09-30T13:43:06.328-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
141,MERCEDES WASTE WATER TREATMENT FACILITY,TX0021547,MERCEDES,TX,6,2022,2022-09-13T11:47:22.329-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",752.42,0,,Other Management Practice,,,,752.42,Class B,"[4952, 4952]"
142,STP 2A WWTP,TX0055123,NACOGDOCHES,TX,6,2022,2022-08-30T10:05:30.138-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW that serves 10,000 people or more",913.0,0,,Other Management Practice,,,,913.0,Class B,"[4952, 4952, 4952]"
143,CITY OF RENO WWTF,TX0082309,RENO,TX,6,2022,2022-08-30T10:17:49.531-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,20.0,0,,Other Management Practice,,,,20.0,Class A,"[4952, 4952]"
144,CITY OF PHARR WWTP,TX0062219,PHARR,TX,6,2022,2022-08-31T14:11:22.703-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1050.8,0,,Land Application,1050.8,,,,Class B,"[4952, 4952, 4952]"
145,SINTON MAIN WWTP,TX0024562,SINTON,TX,6,2022,2022-08-30T11:43:32.210-0500,Other,71.0,0,,Land Application,71.0,,,,Class A,"[4952, 4952]"
146,WESTERN PINES MHP WWTF,TX0082830,SUGAR LAND,TX,6,2022,2022-09-13T15:24:08.745-0500,Other,17.9,0,,Other Management Practice,,,,17.9,Not Applicable,"[6515, 6515]"
147,EL PASO COUNTY WCID 4 WWTP,TX0065013,FABENS,TX,6,2022,2022-09-26T15:57:22.655-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,346.73,0,,Other Management Practice,,,,346.73,Not Applicable,"[4952, 4952]"
148,SLAYTER CREEK WWTP,TX0056677,ANNA,TX,6,2022,2022-08-30T12:55:32.609-0500,"A POTW that serves 10,000 people or more",0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
149,COWTOWN RV PARK WWTF,TX0117919,ALEDO,TX,6,2022,2022-09-20T13:55:20.537-0500,Other,3.82,0,,Other Management Practice,,,,3.82,Class A,[7033]
150,CITY OF WEIMAR WWTP,TX0025917,WEIMAR,TX,6,2022,2022-09-29T10:14:56.152-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
151,HOUSTON OAKS WWTP,TX0086053,HOUSTON,TX,6,2022,2022-09-13T15:26:23.447-0500,Other,0.043,0,,Other Management Practice,,,,0.043,Not Applicable,[4952]
152,NORTHWINDS WWTF,TX0094056,HOUSTON,TX,6,2022,2022-09-13T15:28:47.500-0500,Other,2.54,0,,Other Management Practice,,,,2.54,Not Applicable,[4952]
153,HONDO WWTP,TX0087751,HONDO,TX,6,2022,2022-09-15T13:39:03.097-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,175.82,0,,Other Management Practice,,,,175.82,Class B,"[4952, 4952]"
154,CITY OF RISING STAR WWTP,TX0075604,RISING STAR,TX,6,2022,2022-08-30T14:31:23.097-0500,Other,13.97,0,,Other Management Practice,,,,13.97,Not Applicable,"[4952, 4952]"
155,CITY OF WINONA WWTP,TX0073229,WINONA,TX,6,2022,2022-08-31T12:45:59.054-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
156,ROYAL LAKE ESTATES WWTP,TX0116408,SUGAR LAND,TX,6,2022,2022-09-13T15:30:17.142-0500,Other,13.02,0,,Other Management Practice,,,,13.02,Not Applicable,[4952]
157,HAMBY WATER RECLAMATION WWTP,TX0023973,ABILENE,TX,6,2022,2022-09-23T13:24:54.712-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",2467.0,0,,Surface Disposal,,2467.0,,,Class B,"[4952, 4952, 4952]"
158,SUNRAY WWTP,TX0132608,SUNRAY,TX,6,2022,2022-08-30T15:09:17.995-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
159,HAMMOND MOUND UTILITIES WWTP,TX0117366,HOUSTON,TX,6,2022,2022-09-13T15:32:24.405-0500,Other,3.46,0,,Other Management Practice,,,,3.46,Not Applicable,[4952]
160,CITY OF EDGEWOOD WWTF,TX0023710,EDGEWOOD,TX,6,2022,2022-08-31T11:22:16.567-0500,Other,14.66,0,,Other Management Practice,,,,14.66,Not Applicable,"[4941, 4952, 4952]"
161,PARADISE ISD WWTP,TX0103446,PARADISE,TX,6,2022,2022-09-08T08:17:23.593-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,80.0,0,,Other Management Practice,,,,80.0,Not Applicable,"[8211, 8211]"
162,KINGDOM HEIGHTS WWTP,TX0127965,SUGAR LAND,TX,6,2022,2022-09-13T15:33:39.337-0500,Other,36.41,0,,Other Management Practice,,,,36.41,Not Applicable,[4952]
163,LAKE TAWAKONI RV CAMPGROUND WWTF,TX0097675,CHICAGO,IL,6,2022,2022-10-19T10:47:10.216-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,[4952]
164,GBW RAILCAR SERVICES WWTP,TX0087661,PITTSBURG,KS,6,2022,2022-08-31T09:22:36.718-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4789, 3743, 4789, 4952, 4789, 4789, 3743, 4789, 3743]"
165,HOUSE HAHL COA WWTP,TX0134546,CYPRESS,TX,6,2022,2022-09-13T15:39:34.148-0500,Other,6.91,0,,Other Management Practice,,,,6.91,Not Applicable,[4952]
166,CITY OF ALPINE MUNICIPAL WWTF,TX0022985,ALPINE,TX,6,2022,2022-09-13T11:06:18.298-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,119.83,0,,Other Management Practice,,,,119.83,Not Applicable,"[4952, 4952]"
167,290 KICKPOO WWTP,TX0137162,SPRING,TX,6,2022,2022-09-13T15:42:55.093-0500,Other,4.54,0,,Other Management Practice,,,,4.54,Not Applicable,"[4952, 6519]"
168,CITY OF ZAVALLA WWTF,TX0118991,ZAVALLA,TX,6,2022,2022-09-19T08:19:44.049-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
169,GRAND PARKWAY INDUSTRIAL PARK,TX0136051,HOUSTON,TX,6,2022,2022-09-13T15:40:59.401-0500,Other,2.27,0,,Other Management Practice,,,,2.27,Not Applicable,[4952]
170,CITY OF SADLER STP,TX0055361,SADLER,TX,6,2022,2022-08-31T10:15:30.134-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
171,TOWN OF REFUGIO WWTP,TX0032492,REFUGIO,TX,6,2022,2022-08-31T10:40:10.099-0500,Other,35.0,0,,Land Application,35.0,,,,Class B,"[4952, 4952]"
172,CITY OF SAN JUAN WWTP,TX0057592,SAN JUAN,TX,6,2022,2022-09-01T08:43:24.418-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",477.16,0,,Other Management Practice,,,,477.16,Class B,"[4952, 4952]"
173,CORNERSTONE MHP WWTP,TX0129381,TOMBALL,TX,6,2022,2022-09-13T15:35:56.747-0500,Other,1.51,0,,Other Management Practice,,,,1.51,Not Applicable,"[6515, 6515]"
174,CITY OF GEORGE WEST WWTP,TX0132799,GEORGE ST,TX,6,2022,2022-08-31T14:38:38.909-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,180.03,0,,Land Application,180.03,,,,Class B,"[4953, 4952, 4953, 4952]"
175,CITY OF HOLLIDAY WWTP,TX0025755,HOLLIDAY,TX,6,2022,2022-09-16T15:20:08.215-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
176,SNYDER WATER RECLAMATION PLANT,TX0047899,SNYDER,TX,6,2022,2022-09-02T07:02:21.285-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",457.54,0,,Other Management Practice,,,,457.54,Not Applicable,"[4952, 4952, 4952]"
177,B&W GATHERING WWTP,TX0062014,AUSTIN,TX,6,2022,2022-09-15T09:31:23.695-0500,Other,3.34,0,,Other Management Practice,,,,3.34,Not Applicable,[4952]
178,BRIAR CREEK WWTP,TX0117315,AUSTIN,TX,6,2022,2022-09-15T09:32:27.774-0500,Other,76.97,0,,Other Management Practice,,,,76.97,Not Applicable,[4952]
179,GROESBECK WWTP,TX0054445,GROESBECK,TX,6,2022,2022-08-31T14:08:17.827-0500,Other,18.05,0,,Other Management Practice,,,,18.05,Not Applicable,"[4952, 4952]"
180,SULPHUR SPRINGS WWTF,TX0058955,SULPHUR SPRINGS,TX,6,2022,2022-09-01T14:06:52.512-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",560.81,0,,Other Management Practice,,,,549.81,Class B,"[7699, 4952, 4952, 4952, 4952]"
181,JESUS AWAKENING MOVEMENT FOR AMERICA WWTP,TX0134937,LINDALE,TX,6,2022,2022-09-08T09:34:32.712-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.0,0,,Other Management Practice,,,,,Class A,[8661]
182,OAK HAVEN RECOVERY CENTER WWTP,TX0068004,LONGVIEW,TX,6,2022,2022-08-31T15:35:30.132-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.0,0,,Other Management Practice,,,,,Not Applicable,"[8051, 8051]"
183,COTTON BAYOU WWTP,TX0053317,MONT BELVIEU,TX,6,2022,2022-08-31T16:06:58.691-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",156.65,0,,Other Management Practice,,,,156.65,Not Applicable,"[4952, 4952, 4952]"
184,SUN ACRES MHP WWTF,TX0117242,KILGORE,TX,6,2022,2022-09-16T10:40:13.914-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.34,0,,Other Management Practice,,,,0.16,Not Applicable,[6515]
185,HAWLEY WWTF,TX0123722,QUITMAN,TX,6,2022,2022-09-01T07:55:30.178-0500,Other,0.35,0,,Other Management Practice,,,,0.35,Not Applicable,"[4952, 4952]"
186,FORRESTON WWTP,TX0021717,FORRESTON,TX,6,2022,2022-09-01T08:59:01.163-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,[4952]
187,CITY OF LOVELADY WWTP,TX0027138,LOVELADY,TX,6,2022,2022-09-01T09:42:27.795-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952, 4952, 4941]"
188,BIRKHEAD WELL WWTP,TX0119351,ROCKDALE,TX,6,2022,2022-09-01T10:00:53.274-0500,Other,0.0,0,,Other Management Practice,,,,,Class B,[4941]
189,CITY OF BRIDGE CITY,TX0025500,BRIDGE CITY,TX,6,2022,2022-09-01T10:29:04.508-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,163.36,0,,Other Management Practice,,,,163.36,Class B,"[4952, 4952]"
190,MILANO WELL WWTP,TX0126497,ROCKDALE,TX,6,2022,2022-09-01T10:04:48.151-0500,Other,0.0,0,,Other Management Practice,,,,,Class B,[4941]
191,ANTHIS WELL WTP,TX0126730,ROCKDALE,TX,6,2022,2022-09-01T10:07:39.716-0500,Other,0.0,0,,Other Management Practice,,,,,Class B,"[4941, 4941]"
192,BLUE IRON REMOVAL PLANT WTP,TX0132764,BASTROP,TX,6,2022,2022-09-01T10:34:47.209-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4941, 4941]"
193,MCDADE IRON REMOVAL WTP,TX0127132,BASTROP,TX,6,2022,2022-09-01T10:37:59.337-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,[4941]
194,C IRON REMOVAL WTP,TX0119954,BASTROP,TX,6,2022,2022-09-01T10:39:24.099-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,[4941]
195,WACO METROPOLITAN AREA REGIONAL SEWARGE SYSTEM ,TX0026506,WACO,TX,6,2022,2022-09-07T13:40:30.138-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,4166.0,0,,"Land Application, Other Management Practice",3423.0,,,743.0,"Class A, Not Applicable","[4952, 4952, 4952]"
196,CAMP SWIFT IRON REMOVAL WTP,TX0119946,BASTROP,TX,6,2022,2022-09-01T10:41:25.590-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,[4941]
197,CITY OF PENITAS WWTP,TX0131491,PENITAS,TX,6,2022,2022-09-16T08:53:21.280-0500,Other,195.39,0,,Land Application,195.39,,,,Class A,"[4952, 4952]"
198,CITY OF SPRINGTOWN WWTP,TX0032646,SPRINGTOWN,TX,6,2022,2022-09-20T15:20:30.570-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,502.0,0,,Other Management Practice,,,,502.0,Class B,"[4952, 4952]"
199,REFUGIO COUNTY WCID 1,TX0054101,TIVOLI,TX,6,2022,2022-09-01T11:31:56.977-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.0,0,,Other Management Practice,,,,,Class A,"[4952, 4952, 4952]"
200,CITY OF VAN WWTF,TX0054071,VAN,TX,6,2022,2022-09-01T13:15:00.212-0500,Other,21.0,0,,Other Management Practice,,,,21.0,Not Applicable,"[4952, 4952]"
201,ADELPHI WWTP,TX0083887,QUINLAN,TX,6,2022,2022-09-13T12:24:17.863-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,[4952]
202,CITY OF WHITEWRIGHT WWTP,TX0033294,WHITEWRIGHT,TX,6,2022,2022-09-01T13:47:10.938-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,137.81,0,,Other Management Practice,,,,137.81,Class A,"[4952, 4952]"
203,CITY OF EASTLAND WWTF,TX0024007,EASTLAND,TX,6,2022,2022-09-01T13:36:29.615-0500,Other,1250933.0,0,,Other Management Practice,,,,1250933.0,Not Applicable,"[4952, 4952]"
204,JOHNSON CITY MUNICIPAL WWTP,TX0052973,JOHNSON CITY,TX,6,2022,2022-09-28T11:12:35.192-0500,Other,63.152,0,,Other Management Practice,,,,136.17,Class B,"[4952, 4952]"
205,CITY OF SAN MARCOS WWTF,TX0047945,SAN MARCOS,TX,6,2022,2022-09-26T15:01:47.148-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",2517.13,0,,Surface Disposal,,2512.0,,,Class B,"[4952, 4952, 4952]"
206,CITY OF AVERY WWTP,TX0053503,AVERY,TX,6,2022,2022-09-23T13:07:47.785-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
207,CITY OF BECKVILLE WWTP,TX0057215,BECKVILLE,TX,6,2022,2023-09-28T10:19:28.060-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
208,CITY OF NAPLES WWTP,TX0024457,NAPLES,TX,6,2022,2023-09-29T10:27:24.173-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
209,UNION HILL ISD WWTP,TX0118451,GILMER,TX,6,2022,2022-09-16T09:11:51.532-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.0,0,,Other Management Practice,,,,,Not Applicable,"[8211, 8211, 8211]"
210,MADISONVILLE WWTP,TX0026662,MADISONVILLE,TX,6,2022,2022-09-02T09:48:23.138-0500,Other,96.0,0,,Other Management Practice,,,,96.0,Not Applicable,"[4952, 4952]"
211,WATER RECLAMATION WWTF,TX0085740,CEDAR PARK,TX,6,2022,2022-09-19T11:58:56.513-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",479.84,0,,Other Management Practice,,,,479.84,Not Applicable,"[4952, 4952, 4952]"
212,BROADDUS WWTP,TX0057673,BROADDUS,TX,6,2022,2022-09-07T13:57:09.250-0500,Other,0.0,0,,Other Management Practice,,,,,Class B,"[4952, 4952]"
213,CITY OF JUNCTION WWTP,TX0021075,JUNCTION,TX,6,2022,2022-09-02T11:03:38.114-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.0,0,,Other Management Practice,,,,,Not Applicable,"[4952, 4952]"
214,HEMPHILL WWTP,TX0060801,HEMPHILL,TX,6,2022,2022-09-06T12:25:00.177-0500,Other,66.0,0,,Other Management Practice,,,,66.0,Class B,"[4952, 4952]"
215,CITY OF WELLS WWTP,TX0071021,WELLS,TX,6,2022,2022-09-14T16:33:18.479-0500,Other,7.3,0,,Other Management Practice,,,,7.3,Class B,"[4952, 4952]"
216,SHELBYVILLE ISD WWTF,TX0102261,SHELBYVILLE,TX,6,2022,2022-09-02T11:51:21.350-0500,Other,0.68,0,,Other Management Practice,,,,0.68,Class B,"[8211, 8211]"
217,CITY OF NEWTON WWTF,TX0133205,NEWTON,TX,6,2022,2022-09-20T13:41:47.706-0500,Other,9.2,0,,Other Management Practice,,,,9.2,Class B,"[4952, 4952]"
218,CITY OF QUITMAN WWTF,TX0022748,QUITMAN,TX,6,2022,2022-09-08T09:56:21.036-0500,Other,29.53,0,,Other Management Practice,,,,29.53,Class B,"[4952, 4952]"
219,METHODIST HOME BOY'S RANCH,TX0126217,WACO,TX,6,2022,2022-09-02T12:06:31.801-0500,Other,14.4,0,,Other Management Practice,,,,14.4,Not Applicable,[8361]
220,MINEOLA WWTF,TX0021393,MINEOLA,TX,6,2022,2022-09-28T13:02:24.935-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,97.15,0,,Other Management Practice,,,,97.15,Not Applicable,"[4952, 4952]"
221,BRAZOS ISD WWTP,TX0068713,WALLIS,TX,6,2022,2022-09-02T13:38:08.227-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.0,0,,Other Management Practice,,,,,Not Applicable,"[8211, 8211]"
222,CAYUGA ISD ,TX0111520,CAYUGA,TX,6,2022,2022-09-08T10:52:43.087-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[8211, 8211]"
223,SLIDELL ISD WWTP,TX0124494,SLIDELL,TX,6,2022,2022-09-02T13:50:33.940-0500,Other,0.0,0,,Other Management Practice,,,,,Not Applicable,"[8211, 8211]"
224,CITY OF TALCO WWTF,TX0021105,TALCO,TX,6,2022,2022-09-19T09:33:08.123-0500,Other,1.9,0,,Other Management Practice,,,,1.9,Class A,"[4952, 4952]"
