,Unnamed: 0,FACILITY_CODE,SOURCE,FACILITY,CITY,LATITUDE,LONGITUDE,FLOW_2012_MGD,2012_TOT_ANNUAL_MM3,CWNS_NUM,NPDES_ID,sic_code_type
11743,14329,TX06135,ICIS2022,CENTRAL WWTF,BACLIFF,29.498333,-94.980833,1.24,1.714450043,48007024001,TX0021369,sewer_system
11744,14330,TX06140,ICIS2022,CHAMBERS COUNTY DISTRICT NO 1 WWTP,CHAMBERS COUNTY,29.706666,-94.910277,0.98,1.354968582,0,TX0128325,sewer_system
11745,14331,TX06145,ICIS2022,CHASE FIELD WWTP,BEEVILLE,28.363611,-97.655833,2.5,3.456552506,48001218003,TX0113859,sewer_system
11746,14332,TX06155,ICIS2022,CITY OF ALVORD WWTP,ALVORD,33.352,-97.7036,0.112,0.154853552,48004201001,TX0057631,sewer_system
11747,14333,TX06170,ICIS2022,CITY OF ARP WWTF,ARP,32.2175,95.061111,0.211,0.291733032,48005008001,TX0054194,sewer_system
11748,14334,TX06180,ICIS2022,CITY OF AVERY WWTP,AVERY,33.562777,-94.76388,0.124,0.171445004,48005041001,TX0053503,sewer_system
11749,14335,TX06185,ICIS2022,CITY OF BANGS WWTP,BANGS,31.698055,-99.13166,0.3,0.414786301,48009004001,TX0053511,sewer_system
11750,14336,TX06190,ICIS2022,CITY OF BEASLEY WWTF,BEASLEY,29.491553,-95.91939,0.125,0.172827625,48007016001,TX0053945,sewer_system
11751,14337,TX06195,ICIS2022,CITY OF BELLAIRE WWTP,BELLAIRE,29.690278,-95.449444,4.5,6.221794511,48007034001,TX0020613,sewer_system
11752,14338,TX06200,ICIS2022,CITY OF BIG LAKE-WWTF,BIG LAKE,31.18888,-101.446666,0.525,0.725876026,48009070001,TX0023426,sewer_system
11753,14339,TX06205,ICIS2022,CITY OF BIG WELLS WWTF,BIG WELLS,28.56666,-99.57964,0.15,0.20739315,48001138001,TX0104884,sewer_system
11754,14340,TX06210,ICIS2022,CITY OF BISHOP WWTP,BISHOP,27.562777,-97.796388,0.32,0.442438721,48001202001,TX0023019,sewer_system
11755,14341,TX06220,ICIS2022,CITY OF BLOOMING GROVE  WWTP,BLOOMING GROVE,32.091667,-96.702778,0.1,0.1382621,48004204001,TX0075418,sewer_system
11756,14342,TX06225,ICIS2022,CITY OF BOYD WWTP,BOYD,33.081111,-97.551388,0.24,0.331829041,48004205001,TX0022632,sewer_system
11757,14343,TX06230,ICIS2022,CITY OF BRECKENRIDGE WWTF,BRECKENRIDGE,32.772222,-98.898055,0.95,1.313489952,48004207001,TX0023213,sewer_system
11758,14344,TX06235,ICIS2022,CITY OF BRENHAM WWTP,BRENHAM,30.170555,-96.37888,3.55,4.908304559,48003062001,TX0025470,sewer_system
11759,14345,TX06240,ICIS2022,CITY OF BRIDGE CITY,BRIDGE CITY,30.04,-93.8175,1.6,2.212193604,48006013001,TX0025500,sewer_system
11760,14346,TX06245,ICIS2022,CITY OF BROADDUS WWTP,BROADDUS,31.299444,94.275833,0.135,0.186653835,48006064001,TX0057673,sewer_system
11761,14347,TX06260,ICIS2022,CITY OF CALLISBURG WWTP,COOKE COUNTY,33.693333,-97.006389,0.12,0.16591452,48004257001,TX0072362,sewer_system
11762,14348,TX06265,ICIS2022,CITY OF CALVERT WWTP,ROBERTSON COUNTY,30.970555,-96.682222,0.25,0.345655251,48003066001,TX0054020,sewer_system
11763,14349,TX06270,ICIS2022,CITY OF CARRIZO SPRINGS WWTP,CARRIZO SPRINGS,28.525,-99.85,0.95,1.313489952,48001128001,TX0025976,sewer_system
11764,14350,TX06275,ICIS2022,CITY OF CELINA WWTP,CELINA,33.331944,96.793333,0.95,1.313489952,48004004001,TX0023272,sewer_system
11765,14351,TX06280,ICIS2022,CITY OF CHICO,CHICO,33.288535,-97.781593,0.15,0.20739315,48004145001,TX0023787,sewer_system
11766,14352,TX06285,ICIS2022,CITY OF CHINA WWTF,CHINA,30.025555,-94.335,0.228,0.315237589,48006012001,TX0071650,drinking_water
11767,14353,TX06290,ICIS2022,CITY OF COLLINSVILLE WWTP,COLLINSVILLE,33.5525,-96.906666,0.5,0.691310501,48004077001,TX0034410,sewer_system
11768,14354,TX06295,ICIS2022,CITY OF COLMESNEIL WWTP,COLMESNEIL,30.914166,-94.432777,0.15,0.20739315,48006167001,TX0100692,sewer_system
11769,14355,TX06300,ICIS2022,CITY OF COLUMBUS WWTP,COLUMBUS,29.697222,-96.535277,0.65,0.898703652,48008055001,TX0022900,sewer_system
11770,14356,TX06305,ICIS2022,CITY OF COMO WWTP,COMO,33.053333,95.4825,0.1,0.1382621,48005056001,TX0032654,sewer_system
11771,14357,TX06315,ICIS2022,CITY OF COTULLA WWTP,COTULLA,28.425833,-99.221944,0.99,1.368794792,48001139001,TX0027499,sewer_system
11772,14358,TX06325,ICIS2022,CITY OF CRESSON WWTP 1,CRESSON,32.519722,-97.625555,0.15,0.20739315,0,TX0129640,sewer_system
11773,14359,TX06330,ICIS2022,CITY OF CRYSTAL CITY,CRYSTAL CITY,28.692222,-99.838888,1.2,1.659145203,48001140001,TX0053392,sewer_system
11774,14360,TX06335,ICIS2022,CITY OF CUERO WWTP,CUERO,29.069297,-97.291441,2,2.765242005,48008056001,TX0024244,sewer_system
11775,14361,TX06340,ICIS2022,CITY OF CUMBY WWTP,CUMBY,33.133888,-95.827777,0.12,0.16591452,48005058001,TX0052981,sewer_system
11776,14362,TX06350,ICIS2022,CITY OF DALLAS ELM FORK WTP,CARROLLTON,32.972222,-96.916388,5,6.913105013,0,TX0002372,drinking_water
11777,14363,TX06355,ICIS2022,CITY OF DANBURY CENTRAL WWTP,DANBURY,29.224444,-95.354166,0.504,0.696840985,48007423001,TX0056707,sewer_system
11778,14364,TX06360,ICIS2022,CITY OF DE LEON WWTP,DE LEON,32.111586,-98.52238,0.295,0.407873196,48003073001,TX0054844,sewer_system
11779,14365,TX06365,ICIS2022,CITY OF DETROIT  WWTP,DETROIT,33.658888,-95.254166,0.108,0.149323068,48005059001,TX0055581,sewer_system
11780,14366,TX06370,ICIS2022,CITY OF DEVINE WWTP,DEVINE,29.1130833,-98.909166,0.65,0.898703652,48008057001,TX0102032,sewer_system
11781,14367,TX06380,ICIS2022,CITY OF EASTLAND WWTF,EASTLAND,32.388272,-98.811241,0.9,1.244358902,48003075001,TX0024007,sewer_system
11782,14368,TX06390,ICIS2022,CITY OF EDEN WWTP,EDEN,31.205277,-99.836666,0.44,0.608353241,48009046001,TX0079804,sewer_system
11783,14369,TX06395,ICIS2022,CITY OF EDGEWOOD WWTF,EDGEWOOD,32.708333,-95.8776,0.2,0.276524201,48005066001,TX0023710,drinking_water
11784,14370,TX06400,ICIS2022,CITY OF ELECTRA WWTP,ELECTRA,34.008055,-98.874444,0.64,0.884877442,48004359001,TX0026964,sewer_system
11785,14371,TX06405,ICIS2022,CITY OF ENNIS SURFACE WTF,ENNIS,32.273611,-96.645555,0.25,0.345655251,0,TX0125563,drinking_water
11786,14372,TX06420,ICIS2022,CITY OF FLORESVILLE WWTP,FLORESVILLE,29.136388,-98.169722,0.9,1.244358902,48008063001,TX0056227,sewer_system
11787,14373,TX06425,ICIS2022,CITY OF FREEPORT CENTRAL WWTF,FREEPORT,28.94444,-95.377222,2.25,3.110897256,0,TX0033332,sewer_system
11788,14374,TX06430,ICIS2022,CITY OF FULSHEAR  WWTP,FULSHEAR,29.68888,95.902222,0.5,0.691310501,48007465001,TX0101052,sewer_system
11789,14375,TX06435,ICIS2022,CITY OF GALENA PARK WWTP 1,GALENA PARK,29.735833,-95.231111,1.25,1.728276253,48007528001,TX0057185,sewer_system
11790,14376,TX06440,ICIS2022,CITY OF GARRISON WWTP,GARRISON,31.822777,-94.484166,0.12,0.16591452,48006029001,TX0076503,sewer_system
11791,14377,TX06445,ICIS2022,CITY OF GIDDINGS NORTH WWTF,GIDDINGS,30.193611,-96.95,0.7,0.967834702,48003081001,TX0020516,sewer_system
11792,14378,TX06450,ICIS2022,CITY OF GIDDINGS SOUTH WWTP,GIDDINGS,30.161111,-96.938055,0.464,0.641536145,48003081002,TX0020524,sewer_system
11793,14379,TX06460,ICIS2022,CITY OF GORMAN WWTP,EASTLAND COUNTY,32.200833,-98.682222,0.12,0.16591452,48003083001,TX0021806,sewer_system
11794,14380,TX06465,ICIS2022,CITY OF GRANBURY WWTP,GRANBURY,32.423611,-97.773333,2,2.765242005,48003084001,TX0105210,sewer_system
11795,14381,TX06470,ICIS2022,CITY OF GRANGER WWTP,GRANGER,30.715833,-97.433611,0.2,0.276524201,48003085001,TX0071030,sewer_system
11796,14382,TX06475,ICIS2022,CITY OF GRAPELAND WASTEWATER TREATMENT FACILITY,GRAPELAND,31.49,-95.468333,0.3,0.414786301,48006185001,TX0055239,sewer_system
11797,14383,TX06480,ICIS2022,CITY OF GRUVER WWTP,GRUVER,36.254444,-101.398333,0.2,0.276524201,48000124001,TX0023604,sewer_system
11798,14384,TX06485,ICIS2022,CITY OF HACKBERRY WWTP,DENTON COUNTY,33.150277,-96.920833,0.58,0.801920181,48004330001,TX0103276,sewer_system
11799,14385,TX06490,ICIS2022,CITY OF HALLETTSVILLE,HALLETTSVILLE,29.437222,-96.945833,0.8,1.106096802,48008065001,TX0025232,sewer_system
11800,14386,TX06495,ICIS2022,CITY OF HAMILTON WWTP,HAMILTON,31.70924,-98.11526,0.62,0.857225022,48003055001,TX0026867,sewer_system
11801,14387,TX06500,ICIS2022,CITY OF HAMLIN  WWTP,HAMLIN,32.881388,-100.121666,0.32,0.442438721,48002027001,TX0023159,sewer_system
11802,14388,TX06510,ICIS2022,CITY OF HAWK COVE WWTP 1,QUINLAN,32.880639,-96.07744,0.2,0.276524201,0,TX0126691,sewer_system
11803,14389,TX06515,ICIS2022,CITY OF HEARNE WWTP 2,HEARNE,30.857777,-96.601111,1.2,1.659145203,48003088002,TX0025879,sewer_system
11804,14390,TX06525,ICIS2022,CITY OF HILLSBORO WWTP,HILLSBORO,31.999444,-97.141666,1.81,2.502544015,48003045001,TX0023108,sewer_system
11805,14391,TX06530,ICIS2022,CITY OF HITCHCOCK - WWTP,HITCHCOCK,29.334166,-95.020277,3,4.147863008,48007028001,TX0062243,sewer_system
11806,14392,TX06535,ICIS2022,CITY OF HOOKS WWTF,HOOKS,33.477222,-94.253333,0.9,1.244358902,48005002001,TX0022969,sewer_system
11807,14393,TX06540,ICIS2022,CITY OF HOUSTON UPPER BRAYS WWTF,HOUSTON,29.716944,-95.590833,18,24.88717805,48007039091,TX0088153,sewer_system
11808,14394,TX06545,ICIS2022,CITY OF HUNTINGTON WWTF,HUNTINGTON,31.268888,-94.5575,0.45,0.622179451,48006052001,TX0053422,sewer_system
11809,14395,TX06555,ICIS2022,CITY OF JAMAICA BEACH WWTP,JAMAICA BEACH,29.198888,-94.988611,0.36,0.497743561,48007079001,TX0020061,sewer_system
11810,14396,TX06560,ICIS2022,CITY OF JARRELL WWTF,JARRELL,30.825277,-97.545555,4,5.53048401,48003278001,TX0127698,sewer_system
11811,14397,TX06565,ICIS2022,CITY OF JASPER WWTP,JASPER,30.915555,-94.011666,3.25,4.493518258,48006053001,TX0024368,sewer_system
11812,14398,TX06570,ICIS2022,CITY OF JEWETT WWTP,JEWETT,31.354166,-96.13431,0.15,0.20739315,48003093001,TX0074683,sewer_system
11813,14399,TX06575,ICIS2022,CITY OF JUNCTION WWTP,JUNCTION,30.497867,-99.741869,0.28,0.387133881,48009024001,TX0021075,sewer_system
11814,14400,TX06580,ICIS2022,CITY OF KYLE WWTP,KYLE,29.96777,-97.835277,4.5,6.221794511,48008069001,TX0119466,sewer_system
11815,14401,TX06585,ICIS2022,CITY OF LA GRANGE WWTP,LA GRANGE,29.896944,-96.881666,0.9,1.244358902,48008070001,TX0020923,sewer_system
11816,14402,TX06590,ICIS2022,CITY OF LA JOYA WWTP,LA JOYA,26.213616,-98.4892521,0.35,0.483917351,48001117001,TX0127337,sewer_system
11817,14403,TX06595,ICIS2022,CITY OF LA VERNIA WWTP,LA VERNIA,29.356944,-98.103055,0.5,0.691310501,48008191001,TX0052850,sewer_system
11818,14404,TX06605,ICIS2022,CITY OF LADONIA WWTP,LADONIA,33.413888,-95.941111,0.53,0.732789131,48005079001,TX0057011,sewer_system
11819,14405,TX06610,ICIS2022,CITY OF LAMESA WWTP,LAMESA,32.711944,-101.946111,2,2.765242005,0,TX0129011,sewer_system
11820,14406,TX06615,ICIS2022,CITY OF LEANDER WWTF,LEANDER,30.581389,-97.840278,2.25,3.110897256,0,TX0092151,sewer_system
11821,14407,TX06620,ICIS2022,CITY OF LEONARD WWTP,LEONARD,33.369444,-96.239444,0.8,1.106096802,48005078001,TX0054208,sewer_system
11822,14408,TX06630,ICIS2022,CITY OF LOCKHART WWTF 1,LOCKHART,29.88444,-97.66444,1.1,1.520883103,48008071001,TX0023868,sewer_system
11823,14409,TX06640,ICIS2022,CITY OF LYFORD WWTP,LYFORD,26.413888,-97.779444,0.27,0.373307671,48001145001,TX0084719,sewer_system
11824,14410,TX06645,ICIS2022,CITY OF MAGNOLIA WWTP,MAGNOLIA,30.190277,-95.751666,0.65,0.898703652,48007305001,TX0072702,sewer_system
11825,14411,TX06650,ICIS2022,CITY OF MANVEL WWTP,MANVEL,29.473353,95.367716,0.5,0.691310501,48007429001,TX0118397,sewer_system
11826,14412,TX06660,ICIS2022,CITY OF MATHIS WWTF,MATHIS,28.105277,-97.846111,0.947,1.309342089,48001210001,TX0020419,sewer_system
11827,14413,TX06670,ICIS2022,CITY OF MILFORD WWTF,MILFORD,32.128055,-96.938888,0.12,0.16591452,48004070001,TX0020290,sewer_system
11828,14414,TX06685,ICIS2022,CITY OF MUNDAY WWTP,KNOX COUNTY,33.405613,-99.55463,0.2,0.276524201,48002053001,TX0119105,sewer_system
11829,14415,TX06690,ICIS2022,CITY OF NASSAU BAY WWTP,NASSAU BAY,29.533333,-95.090277,1.33,1.838885933,48007142001,TX0023833,sewer_system
11830,14416,TX06695,ICIS2022,CITY OF NATALIA WWTP,NATALIA,29.180277,-98.864166,0.26,0.359481461,48008072001,TX0068632,sewer_system
11831,14417,TX06700,ICIS2022,CITY OF NAVASOTA OLD WWTP,NAVASOTA,30.383611,-96.100833,1.8,2.488717805,48003103001,TX0071790,sewer_system
11832,14418,TX06705,ICIS2022,CITY OF NEDERLAND WWTP,NEDERLAND,29.958333,-93.998888,5.2,7.189629213,48006007001,TX0026476,sewer_system
11833,14419,TX06710,ICIS2022,CITY OF NEEDVILLE WWTP,NEEDVILLE,29.387222,-95.831666,0.4,0.553048401,48007018001,TX0027634,sewer_system
11834,14420,TX06715,ICIS2022,CITY OF NEW LONDON SOUTH WWTF,NEW LONDON,32.243333,94.965,0.1,0.1382621,48004054001,TX0087360,sewer_system
11835,14421,TX06735,ICIS2022,CITY OF NIXON WWTP,NIXON,29.28777,-97.767777,0.73,1.009313332,48008039001,TX0070785,sewer_system
11836,14422,TX06740,ICIS2022,CITY OF NOCONA  WEST WWTF,NOCONA,33.792222,-97.737222,0.126,0.174210246,48004219001,TX0042650,sewer_system
11837,14423,TX06745,ICIS2022,CITY OF NORMANGEE WWTF,NORMANGEE,31.033611,-96.113888,0.1,0.1382621,48003104001,TX0027448,sewer_system
11838,14424,TX06760,ICIS2022,CITY OF ORE CITY  WWTF,ORE CITY,32.804166,94.706666,0.218,0.301411379,48005031001,TX0024236,sewer_system
11839,14425,TX06765,ICIS2022,CITY OF PALACIOS WWTP,PALACIOS,28.703333,-96.232777,0.8,1.106096802,48001240001,TX0023051,sewer_system
11840,14426,TX06770,ICIS2022,CITY OF PASADENA WWTP,PASADENA,29.664036,-95.142403,0,0,0,TX0134813,sewer_system
11841,14427,TX06775,ICIS2022,CITY OF PEARSALL WWTP,PEARSALL,28.882222,-99.111388,1.95,2.696110955,48001151001,TX0032719,sewer_system
11842,14428,TX06780,ICIS2022,CITY OF PENITAS WWTP,PENITAS,26.228055,-98.441111,0.75,1.036965752,0,TX0131491,sewer_system
11843,14429,TX06785,ICIS2022,CITY OF PINELAND WWTP,PINELAND,31.240833,93.967777,0.214,0.295880895,48006058001,TX0027154,sewer_system
11844,14430,TX06790,ICIS2022,CITY OF PLAINVIEW WWTF,PLAINVIEW,34.1697,-101.6764,3.3,4.562649308,48000240001,TX0047571,sewer_system
11845,14431,TX06795,ICIS2022,CITY OF POINT COMFORT WWTP,POINT COMFORT,28.682222,96.59722,0.2,0.276524201,48001239001,TX0023167,sewer_system
11846,14432,TX06800,ICIS2022,CITY OF POTEET WWTF,POTEET,29.027777,-98.568611,0.64,0.884877442,48008032001,TX0032387,sewer_system
11847,14433,TX06805,ICIS2022,CITY OF POTTSBORO  WWTP,POTTSBORO,33.786633,-96.666695,0.9,1.244358902,48004082001,TX0068756,sewer_system
11848,14434,TX06810,ICIS2022,CITY OF REDWATER WWTP,REDWATER,33.35,-94.25,0.14,0.19356694,48005137001,TX0056251,sewer_system
11849,14435,TX06815,ICIS2022,CITY OF RICHMOND SOUTH WWTP,RICHMOND,29.543055,-95.72,3,4.147863008,0,TX0129925,sewer_system
11850,14436,TX06820,ICIS2022,CITY OF ROMA  2 WWTP,ROMA-LOS SAENZ,26.399,-99.0031,2,2.765242005,0,TX0117544,sewer_system
11851,14437,TX06825,ICIS2022,CITY OF ROSENBERG WWTF 2,ROSENBERG,29.527777,-95.814166,4.5,6.221794511,48007021002,TX0024490,sewer_system
11852,14438,TX06830,ICIS2022,CITY OF ROSENBERG WWTP 1A,ROSENBERG,29.565683,-95.799094,2,2.765242005,48007021003,TX0098914,sewer_system
11853,14439,TX06845,ICIS2022,CITY OF SANGER WWTP,SANGER,33.354444,-97.164444,0.98,1.354968582,48004060001,TX0022403,sewer_system
11854,14440,TX06850,ICIS2022,CITY OF SEADRIFT WWTP,SEADRIFT,28.41187,-96.7073,0.3,0.414786301,48001243001,TX0026671,sewer_system
11855,14441,TX06855,ICIS2022,CITY OF SEMINOLE WWTP,SEMINOLE,32.709076,-102.624503,0.9,1.244358902,48002064001,TX0123315,sewer_system
11856,14442,TX06860,ICIS2022,CITY OF SHENANDOAH WWTP,MONTGOMERY COUNTY,30.18888,-95.448888,3,4.147863008,48007826003,TX0093564,sewer_system
11857,14443,TX06865,ICIS2022,CITY OF SHINER WWTP,SHINER,29.416944,-97.165,0.85,1.175227852,48008080001,TX0026042,sewer_system
11858,14444,TX06885,ICIS2022,CITY OF SOUTH HOUSTON,SOUTH HOUSTON,29.669743,-95.236186,4,5.53048401,48007051001,TX0057304,sewer_system
11859,14445,TX06890,ICIS2022,CITY OF SPEARMAN WWTP,SPEARMAN,36.206666,-101.204722,0.6,0.829572602,48000163001,TX0032328,sewer_system
11860,14446,TX06895,ICIS2022,CITY OF STOCKDALE WWTP,STOCKDALE,29.231666,-97.9775,0.3,0.414786301,48008042001,TX0054232,sewer_system
11861,14447,TX06900,ICIS2022,CITY OF SWEENY WWTP,SWEENY,29.057777,-95.6772222,0.975,1.348055477,48007014001,TX0024511,sewer_system
11862,14448,TX06905,ICIS2022,CITY OF SWEETWATER  WWTP,SWEETWATER,32.495958,-100.34435,2.2,3.041766206,48002030001,TX0118346,sewer_system
11863,14449,TX06910,ICIS2022,CITY OF TAFT BAIRD WWTF,TAFT,27.990833,-97.354166,0.9,1.244358902,48001214001,TX0027472,sewer_system
11864,14450,TX06915,ICIS2022,CITY OF TALCO WWTF,TALCO,33.367777,-95.088333,0.125,0.172827625,48005098001,TX0021105,sewer_system
11865,14451,TX06920,ICIS2022,CITY OF THORNDALE WWTP,THORNDALE,30.6075,-97.202777,0.16,0.22121936,48003120001,TX0032379,sewer_system
11866,14452,TX06925,ICIS2022,CITY OF THROCKMORTON WWTP,THROCKMORTON,33.173055,-99.1725,0.12,0.16591452,48002139001,TX0024856,sewer_system
11867,14453,TX06935,ICIS2022,CITY OF TRINIDAD WWTP,TRINIDAD,32.136111,96.0725,0.15,0.20739315,48005100001,TX0054585,sewer_system
11868,14454,TX06940,ICIS2022,CITY OF TRINITY WWTP,TRINITY,30.943569,-95.360582,0.61,0.843398812,48006060001,TX0088811,sewer_system
11869,14455,TX06945,ICIS2022,CITY OF TROUP WWTP,CHEROKEE COUNTY,32.135556,-95.111944,0.308,0.425847269,48005012001,TX0033529,sewer_system
11870,14456,TX06950,ICIS2022,CITY OF VAN WWTP,VAN,32.508611,95.631666,0.6,0.829572602,48005101001,TX0054071,sewer_system
11871,14457,TX06960,ICIS2022,CITY OF VERNON WWTF,VERNON,34.163333,-99.27,2,2.765242005,48000115001,TX0023001,sewer_system
11872,14458,TX06965,ICIS2022,CITY OF WALLER WWTP,WALLER COUNTY,30.048611,-95.925,0.9,1.244358902,48007054001,TX0032476,sewer_system
11873,14459,TX06970,ICIS2022,CITY OF WEIMAR WWTP,WEIMAR,29.697777,-96.765833,0.5,0.691310501,48008082001,TX0025917,sewer_system
11874,14460,TX06975,ICIS2022,CITY OF WELLS WWTP,WELLS,31.4875,-94.931111,0.2,0.276524201,48005258001,TX0071021,sewer_system
11875,14461,TX06980,ICIS2022,CITY OF WEST COLUMBIA WWTP,WEST COLUMBIA,29.137222,-95.625,1.6,2.212193604,48007015001,TX0026182,sewer_system
11876,14462,TX06985,ICIS2022,CITY OF WEST WWTP,WEST,31.8025,-97.080833,0.45,0.622179451,48003031001,TX0020451,sewer_system
11877,14463,TX06990,ICIS2022,CITY OF WHITEWRIGHT WWTP,WHITEWRIGHT,33.520277,-96.391388,0.627,0.866903369,48004089001,TX0033294,sewer_system
11878,14464,TX06995,ICIS2022,CITY OF WILLIS WWTP,MONTGOMERY COUNTY,30.398466,-95.476266,0.8,1.106096802,48007062001,TX0068845,sewer_system
11879,14465,TX07010,ICIS2022,CITY OF WOODBRANCH VILLAGE WWTP,NEW CANEY,30.1775,-95.173056,0.133,0.183888593,48007835001,TX0077241,sewer_system
11880,14466,TX07015,ICIS2022,CITY OF YOAKUM  WWTP,DEWITT COUNTY,29.274166,-97.155,0.95,1.313489952,48008031001,TX0026034,sewer_system
11881,14467,TX07020,ICIS2022,CITY OF ZAVALLA WWTP,ZAVALLA,31.1475,-94.432222,0.13,0.17974073,48006074001,TX0118991,sewer_system
11882,14468,TX07025,ICIS2022,CITYOF ODEM WWTP,SAN PATRICIO COUNTY,27.922777,-97.581666,0.475,0.656744976,48001211001,TX0126641,sewer_system
11883,14469,TX07035,ICIS2022,CLINTON PARK WWTP,HOUSTON,29.736666,-95.267222,2,2.765242005,48007039006,TX0035106,sewer_system
11884,14470,TX07040,ICIS2022,CLOVER CREEK MUD  WWTP,MONTGOMERY COUNTY,30.168056,-95.750278,0.12,0.16591452,48003227001,TX0097969,sewer_system
11885,14471,TX07045,ICIS2022,CLUTE-RICHWOOD WWTP,CLUTE,29.015514,-95.389899,4,5.53048401,48007006001,TX0034436,sewer_system
11886,14472,TX07055,ICIS2022,CNP UD  WWTP,HOUSTON,30.032777,-95.438055,2.5,3.456552506,48007871001,TX0055166,sewer_system
11887,14473,TX07060,ICIS2022,COLONY MUD 1A WWTF,BASTROP COUNTY,30.126388,-97.372222,0.9,1.244358902,0,TX0125741,sewer_system
11888,14474,TX07070,ICIS2022,COLUMBUS INDUSTRIAL PARK WWTP,COLUMBUS,29.713888,-96.586666,0.15,0.20739315,0,TX0116084,sewer_system
11889,14475,TX07085,ICIS2022,COPPERAS COVE NORTHEAST WWTP,COPPERAS COVE,31.131111,-97.881111,2.5,3.456552506,48003011001,TX0069850,sewer_system
11890,14476,TX07090,ICIS2022,COPPERAS COVE NORTHWEST WWTP,COPPERAS COVE,31.150277,-97.906666,4,5.53048401,48003011002,TX0069841,sewer_system
11891,14477,TX07095,ICIS2022,COPPERAS COVE SOUTH WWTF,COPPERAS COVE,31.093611,-97.908055,2.5,3.456552506,48003011003,TX0067873,sewer_system
11892,14478,TX07100,ICIS2022,COTTON BAYOU WWTP,MONT BELVIEU,29.8425,-94.847222,1.5,2.073931504,48007063002,TX0053317,sewer_system
11893,14479,TX07110,ICIS2022,CREEDSIDE RANCH WWTF,FULSHEAR,29.676944,-95.829444,0,0,0,TX0135879,sewer_system
11894,14480,TX07120,ICIS2022,CROSBY MUD WWTF,CROSBY,29.906389,-95.073055,0.99,1.368794792,48007035001,TX0054151,sewer_system
11895,14481,TX07125,ICIS2022,CYPRESS HILL MUD 1 WWTP,HOUSTON,29.981111,-95.699722,0.99,1.368794792,48007208001,TX0086011,sewer_system
11896,14482,TX07130,ICIS2022,DAWSON WWTP,DAWSON,31.891666,96.703055,0.13,0.17974073,48004211001,TX0053449,sewer_system
11897,14483,TX07140,ICIS2022,DRISCOLL WWTP,DRISCOLL,27.678889,-97.737222,0.1,0.1382621,48001204001,TX0094145,sewer_system
11898,14484,TX07145,ICIS2022,DRY CREEK WWTF,PITTSBURG,32.974166,-94.943611,0.2,0.276524201,48005090002,TX0025445,sewer_system
11899,14485,TX07150,ICIS2022,DUNLAP WWTF,SEGUIN,29.662778,-98.073333,0.95,1.313489952,48000005007,TX0025208,sewer_system
11900,14486,TX07155,ICIS2022,EAST CEDAR CREEK FWSD NORTH WWTP,HENDERSON COUNTY,32.321388,-96.130833,0.75,1.036965752,48005177001,TX0074861,sewer_system
11901,14487,TX07160,ICIS2022,EAST TEXAS MUD OF SMITH COUNTY WWTP,TYLER,32.456389,-95.1825,0.875,1.209793377,48005016001,TX0032484,sewer_system
11902,14488,TX07165,ICIS2022,EDCOUCH WWTF,EDCOUCH,26.299722,-97.951944,0.7,0.967834702,48001113001,TX0057614,sewer_system
11903,14489,TX07170,ICIS2022,EL DORADO UTILITY DISTRICT WWTF,HOUSTON,29.9525,-95.262222,0.45,0.622179451,48007519001,TX0025623,sewer_system
11904,14490,TX07175,ICIS2022,ELGIN WWTP,ELGIN,30.337449,-97.376091,2,2.765242005,48008035001,TX0073946,sewer_system
11905,14491,TX07180,ICIS2022,EMORY WWTP,EMORY,32.864166,-95.766111,0.3,0.414786301,48005068001,TX0026328,drinking_water
11906,14492,TX07185,ICIS2022,ENCANTO REAL UD WWTP,HOUSTON,30.105833,-95.488055,0.5,0.691310501,48007521001,TX0042099,sewer_system
11907,14493,TX07200,ICIS2022,FAIRGREEN WWTF,HOUSTON,29.919444,-95.318056,1.225,1.693710728,48001288001,TX0071382,sewer_system
11908,14494,TX07205,ICIS2022,FAR HILLS UTILITY DISTRICT WWP,MONTGOMERY COUNTY,30.403611,-95.553055,0.7,0.967834702,48007792001,TX0129526,sewer_system
11909,14495,TX07220,ICIS2022,FISHING HARBOR WWTP,BROWNSVILLE,25.981388,-97.3375,0.25,0.345655251,0,TX0100242,sewer_system
11910,14496,TX07230,ICIS2022,FORT BEND CNTY MUD 50 WWTP,FORT BEND COUNTY,29.69377,-95.764105,1.5,2.073931504,0,TX0129267,sewer_system
11911,14497,TX07235,ICIS2022,FORT BEND CO MUD 25,SUGAR LAND,29.634444,-95.673888,1.6,2.212193604,48007459001,TX0077178,sewer_system
11912,14498,TX07240,ICIS2022,FORT BEND COUNTY MUD 118 WWTP,FORT BEND COUNTY,29.645277,-95.727777,1.2,1.659145203,0,TX0116386,sewer_system
11913,14499,TX07245,ICIS2022,FORT BEND COUNTY MUD 124 WWTP,FORT BEND COUNTY,29.751421,-95.78802,0.3,0.414786301,0,TX0119873,sewer_system
11914,14500,TX07250,ICIS2022,FORT BEND COUNTY MUD 130 ,FORT BEND COUNTY,29.751944,-95.819722,0.3,0.414786301,0,TX0118109,sewer_system
11915,14501,TX07255,ICIS2022,FORT BEND COUNTY MUD 134A WWTP,FORT BEND COUNTY,29.665277,-95.693333,0.6,0.829572602,0,TX0128791,sewer_system
11916,14502,TX07260,ICIS2022,FORT BEND COUNTY MUD 146 WWTP,FORT BEND COUNTY,29.66597,-95.7518,1.2,1.659145203,0,TX0126004,sewer_system
